token	case	degree	gend	lemma	mood	num	pers	pos	tense	voice	treated
στάση	n	-	f	ἵστημι	-	s	-	v	-	-	στάση
αρνήθηκε	n	-	-	ἀρνήθητος	-	s	-	v	-	-	αρνήθηκε
σύγκρουση	n	-	f	συγκρούω	-	s	-	v	-	-	σύγκρουση
αγώνας	a	-	f	ἀγώνη	-	s	-	n	-	-	αγώνας
επιθέσεις	n	-	f	ἐπίθεσις	-	s	-	n	-	-	επιθέσεις
μυθιστόρημα	n	-	f	μυθιστόρημα	-	s	-	n	-	-	μυθιστόρημα
κρίση	n	-	f	κρίσος	-	s	-	v	-	-	κρίση
παραιτήθηκε	n	-	-	παραιτητήρκης	-	s	-	v	-	-	παραιτήθηκε
ερείπια	n	-	f	ἐρείπιος	-	s	-	n	-	-	ερείπια
έπεσε	n	-	-	πίπτω	-	s	-	v	-	-	έπεσε
ανάλυση	n	-	f	ἀναλύσκω	-	s	-	n	-	-	ανάλυση
πολιορκία	n	-	f	πολιορκία	-	s	-	n	-	-	πολιορκία
προσοχή	n	-	f	προσοχή	-	s	-	n	-	-	προσοχή
έλλειψη	n	-	-	λείπω	-	s	-	n	-	-	έλλειψη
έκρηξη	n	-	-	κρήσση	-	s	-	n	-	-	έκρηξη
μείωση	n	-	-	μείωση	-	s	-	v	-	-	μείωση
μεγέθους	n	-	-	μέγεθος	-	s	-	n	-	-	μεγέθους
αντίσταση	n	-	-	ἀνθίστημι	-	s	-	v	-	-	αντίσταση
διαίρεση	n	-	-	διαίρεσις	-	s	2	n	-	-	διαίρεση
όριο	n	-	-	ὄριος	-	s	-	n	-	-	όριο
δολοφονία	n	-	f	δολοφονία	-	s	-	n	-	-	δολοφονία
δύσκολο	n	-	f	δύσκολος	-	s	-	n	-	-	δύσκολο
απώλειες	n	-	-	ἀπόλλυμι	-	s	-	n	-	-	απώλειες
χρόνος	n	-	m	χρόνος	-	s	-	n	-	-	χρόνος
γένος	n	-	n	γένος	-	s	-	n	-	-	γένος
σοβαρά	n	-	f	σοβαρός	-	s	-	n	-	-	σοβαρά
συμπτώματα	n	-	n	σύμπτωμα	-	s	-	n	-	-	συμπτώματα
εξέγερση	n	-	-	ἐξεγείρω	-	s	-	n	-	-	εξέγερση
θάνατος	n	-	m	θάνατος	-	s	-	n	-	-	θάνατος
ρίζες	n	-	f	ρίζω	-	s	-	n	-	-	ρίζες
απώλεια	n	-	f	ἀπώλεια	-	s	-	n	-	-	απώλεια
υπέστη	-	-	-	ὑφίστημι	-	s	-	n	-	-	υπέστη
συγκρούσεις	n	-	f	σύγκρουσις	-	s	-	n	-	-	συγκρούσεις
αντιμετωπίσει	n	-	f	ἀντιμετοπίζω	-	s	-	v	-	-	αντιμετωπίσει
σιγά	n	-	f	σιγός	-	s	-	n	-	-	σιγά
διαμάχη	n	-	f	διαμάχη	-	s	-	n	-	-	διαμάχη
έμφαση	n	-	f	ἔμφημις	-	s	-	v	-	-	έμφαση
κόλπο	n	-	-	κόλπος	-	s	-	n	-	-	κόλπο
αντιμετώπιση	n	-	f	ἀντιμυτοπίζω	-	s	-	v	-	-	αντιμετώπιση
αποτυχία	n	-	f	ἀποτυχία	-	s	-	n	-	-	αποτυχία
απέτυχε	n	-	-	ἀποτυγχάνω	-	s	-	n	-	-	απέτυχε
ευθύνη	n	-	f	εὐθύνη	-	s	-	n	-	-	ευθύνη
διάλυση	n	-	f	διαλύω	-	s	-	v	-	-	διάλυση
σκότωσε	n	-	-	σκότοσος	-	s	-	v	-	-	σκότωσε
φυλακή	n	-	f	φυλακή	-	s	-	n	-	-	φυλακή
παραίτηση	n	-	-	παραιτέομαι	-	s	-	n	-	-	παραίτηση
άγνωστος	n	-	f	ἄγνωστος	-	s	-	n	-	-	άγνωστος
κενό	n	-	f	κενός	-	s	-	n	-	-	κενό
ένταση	n	-	f	ἔτασος	-	s	-	v	-	-	ένταση
κλίση	n	-	f	κλίσις	-	s	-	n	-	-	κλίση
καταστροφές	n	-	f	καταστροφής	-	s	-	n	-	-	καταστροφές
διακρίσεις	n	-	f	διάκρισις	-	s	-	n	-	-	διακρίσεις
υπεύθυνος	n	-	f	ὐπεύθυνος	-	s	-	a	-	-	υπεύθυνος
απειλή	n	-	f	ἀπειλή	-	s	-	n	-	-	απειλή
σκοτώσει	n	-	f	σκότοσις	-	s	-	n	-	-	σκοτώσει
μηδέν	n	-	f	μηδείς	-	s	-	n	-	-	μηδέν
απουσία	n	-	f	ἀπούσιος	-	s	-	n	-	-	απουσία
κακό	n	-	f	κακός	-	s	-	a	-	-	κακό
πλήρης	n	-	f	πλήρης	-	s	-	a	-	-	πλήρης
ποινή	n	-	f	ποινή	-	s	-	n	-	-	ποινή
προκαλούν	n	-	f	προκαλός	-	s	-	n	-	-	προκαλούν
μοίρα	n	-	f	μοῖρα	-	s	-	n	-	-	μοίρα
τυχαία	n	-	f	τυχαῖος	-	s	-	n	-	-	τυχαία
θέα	n	-	f	θέα	-	s	-	n	-	-	θέα
αργά	n	-	f	ἀργός	-	s	-	n	-	-	αργά
χάνει	n	-	f	χάσκω	-	s	-	n	-	-	χάνει
περιορισμένη	n	-	f	περιορίζω	-	s	-	v	-	-	περιορισμένη
παρέμβαση	n	-	f	παρεμβάω	-	s	-	v	-	-	παρέμβαση
δυσκολίες	n	-	f	δυσκολία	-	s	-	n	-	-	δυσκολίες
σημαίας	n	-	f	σημαία	-	s	-	n	-	-	σημαίας
ταξινόμηση	n	-	f	ταξινομήσης	-	s	-	n	-	-	ταξινόμηση
αδυναμία	n	-	f	δυναμία	-	s	-	n	-	-	αδυναμία
διάσπαση	n	-	f	διασπάω	-	s	-	v	-	-	διάσπαση
κατάρρευση	n	-	f	καταρρεύω	-	s	-	v	-	-	κατάρρευση
κίνδυνος	n	-	f	κίνδυνος	-	s	-	n	-	-	κίνδυνος
διακοπή	n	-	f	διακοπή	-	s	-	n	-	-	διακοπή
σίγουρα	n	-	f	σίγουρος	-	s	-	n	-	-	σίγουρα
σοβαρή	n	-	f	σοβαρός	-	s	-	n	-	-	σοβαρή
φρουρά	n	-	f	φρουρά	-	s	-	n	-	-	φρουρά
σύλληψη	n	-	-	συλλήπη	-	s	-	v	-	-	σύλληψη
ρίζα	n	-	f	ρίζαος	-	s	-	n	-	-	ρίζα
εκμετάλλευση	n	-	f	ἐκμεταλλεύω	-	s	-	v	-	-	εκμετάλλευση
πέσει	n	-	-	πίσις	-	s	-	v	-	-	πέσει
πεθαίνει	n	-	-	πεθαίνω	-	s	-	v	-	-	πεθαίνει
μύθος	n	-	-	μύθος	-	s	-	n	-	-	μύθος
εξορία	n	-	f	ἐξορία	-	s	-	n	-	-	εξορία
διαθέσιμο	n	-	-	διάθεσις	-	s	-	v	-	-	διαθέσιμο
σκληρή	n	-	f	σκληρός	-	s	-	a	-	-	σκληρή
ζώο	n	-	-	ζώον	-	s	-	v	-	-	ζώο
θύμα	n	-	f	θύμα	-	s	-	n	-	-	θύμα
αυστηρά	n	-	f	αὐστηρός	-	s	-	n	-	-	αυστηρά
φυγή	n	-	f	φυγή	-	s	-	n	-	-	φυγή
λάθη	n	-	-	λάθος	-	s	-	n	-	-	λάθη
ξέσπασμα	n	-	n	σέσπασμα	-	s	-	n	-	-	ξέσπασμα
φεύγει	n	-	-	φεύγω	-	s	-	n	-	-	φεύγει
μειώνεται	n	-	-	μειώνομαι	-	s	-	v	-	-	μειώνεται
σύγχυση	n	-	-	σύγχυσος	-	s	-	n	-	-	σύγχυση
αποφύγει	n	-	-	ἀποφεύγω	-	s	-	n	-	-	αποφύγει
ατύχημα	n	-	-	ἀτύχημα	-	s	-	n	-	-	ατύχημα
πάλη	n	-	f	πάλη	-	s	-	n	-	-	πάλη
εχθρούς	n	-	m	ἐχθρός	-	s	-	n	-	-	εχθρούς
τραγωδία	n	-	f	τραγωδία	-	s	-	n	-	-	τραγωδία
σπήλαιο	n	-	-	σπήλη	-	s	-	n	-	-	σπήλαιο
αρνείται	n	-	f	ἀρνείτης	-	s	-	n	-	-	αρνείται
ρήξη	n	-	f	ρηήξη	-	s	-	n	-	-	ρήξη
διαταραχή	n	-	f	διαταραχή	-	s	-	n	-	-	διαταραχή
αντάρτες	n	-	f	ἀντάρτης	-	s	-	n	-	-	αντάρτες
σφαγή	n	-	f	σφαγή	-	s	-	n	-	-	σφαγή
ανατροπή	n	-	f	ἀνατροπή	-	s	-	n	-	-	ανατροπή
δυσκολία	n	-	f	δυσκολία	-	s	-	n	-	-	δυσκολία
άρνηση	n	-	f	ἀρνέω	-	s	-	n	-	-	άρνηση
αρνητικά	n	-	f	ἀρνητικός	-	s	-	a	-	-	αρνητικά
άγρια	n	-	f	ἄγριος	-	s	-	n	-	-	άγρια
προσβολή	n	-	f	προσβολή	-	s	-	n	-	-	προσβολή
πέναλτι	n	-	-	πέναλτις	-	s	-	n	-	-	πέναλτι
απαγόρευση	n	-	-	ἀπαγορεύω	-	s	-	n	-	-	απαγόρευση
υποχώρηση	n	-	-	ὑποχωρέω	-	s	-	n	-	-	υποχώρηση
διάσταση	n	-	f	διίστησις	-	s	-	n	-	-	διάσταση
τιμωρία	n	-	f	τιμωρία	-	s	-	n	-	-	τιμωρία
σύνδρομο	n	-	-	σύνδρομος	-	s	-	n	-	-	σύνδρομο
σμήνος	n	-	-	σμήνος	-	s	-	n	-	-	σμήνος
βλάβη	n	-	f	βλάβη	-	s	-	n	-	-	βλάβη
παρακμή	n	-	f	παρακμή	-	s	-	n	-	-	παρακμή
επιβολή	n	-	f	ἐπιβολή	-	s	-	n	-	-	επιβολή
επιθετικός	n	-	m	ἐπιθετικός	-	s	-	a	-	-	επιθετικός
εισβολής	n	-	f	εἱσβολή	-	s	-	n	-	-	εισβολής
φυλάκιση	n	-	f	φυλακίσης	-	s	-	n	-	-	φυλάκιση
ιδιοκτήτης	n	-	m	ἰδιοκτήτης	-	s	-	n	-	-	ιδιοκτήτης
λιμάνια	n	-	f	λιμάνιος	-	s	-	n	-	-	λιμάνια
εκρήξεις	n	-	f	κρήσσω	-	s	-	n	-	-	εκρήξεις
φήμες	n	-	-	φημίζω	-	s	-	n	-	-	φήμες
σκοτώνει	n	-	f	σκοτωνέω	-	s	-	n	-	-	σκοτώνει
παραβίαση	n	-	-	παραβία	-	s	-	v	-	-	παραβίαση
δυστυχώς	n	-	f	δυστυχώτης	-	s	-	n	-	-	δυστυχώς
τεύχος	n	-	f	τεῦχος	-	s	-	n	-	-	τεύχος
κριτικός	n	-	m	κριτικός	-	s	-	n	-	-	κριτικός
προδοσία	n	-	f	προδοσία	-	s	-	n	-	-	προδοσία
αντίπαλος	n	-	f	ἀντίπαλος	-	s	-	n	-	-	αντίπαλος
καταδίκη	n	-	f	καταδίκη	-	s	-	n	-	-	καταδίκη
σκληρά	n	-	f	σκληρός	-	s	-	n	-	-	σκληρά
χρέη	n	-	f	χρέος	-	s	-	n	-	-	χρέη
χτύπημα	n	-	f	χτύπημος	-	s	-	n	-	-	χτύπημα
διαφωνία	n	-	f	διαφωνία	-	s	-	n	-	-	διαφωνία
αντιπαράθεση	n	-	f	ἀντιπαράθης	-	s	-	n	-	-	αντιπαράθεση
σκάνδαλο	n	-	f	σκάνδαλος	-	s	-	n	-	-	σκάνδαλο
νεκροί	n	-	f	νεκρός	-	s	-	n	-	-	νεκροί
καταστραφεί	n	-	-	καταστραφεί	-	s	-	n	-	-	καταστραφεί
διατριβή	n	-	f	διατριβή	-	s	-	n	-	-	διατριβή
πρόκληση	n	-	-	προκλήσης	-	s	-	n	-	-	πρόκληση
πλοκή	n	-	f	πλοκή	-	s	-	n	-	-	πλοκή
υπερβολική	n	-	f	ὑερβολικός	-	s	-	a	-	-	υπερβολική
αναμέτρηση	n	-	-	ἀναμετρέω	-	s	-	v	-	-	αναμέτρηση
αντιπολίτευση	n	-	f	ἀντιπολιτεύω	-	s	-	v	-	-	αντιπολίτευση
οργή	n	-	f	ὀργή	-	s	-	n	-	-	οργή
επίβλεψη	n	-	-	ἐπιβλέπτω	-	s	-	v	-	-	επίβλεψη
κυρία	n	-	f	κυρίον	-	s	-	n	-	-	κυρία
Θάνατος	n	-	-	θάνατος	-	s	-	n	-	-	Θάνατος
νεκρός	n	-	f	νεκρός	-	s	-	n	-	-	νεκρός
καθυστέρηση	n	-	f	καθυστερέω	-	s	-	v	-	-	καθυστέρηση
καταστρέψει	n	-	-	καταστρέφω	-	s	-	n	-	-	καταστρέψει
φράγμα	n	-	f	φράγμα	-	s	-	n	-	-	φράγμα
εκδίκηση	n	-	-	ἐκδικέω	-	s	-	n	-	-	εκδίκηση
έγκλημα	n	-	-	ἔγκλημα	-	s	-	n	-	-	έγκλημα
σφάλμα	n	-	f	σφάλμα	-	s	-	n	-	-	σφάλμα
υποταγή	n	-	f	ὑποταγή	-	s	-	n	-	-	υποταγή
αρνητικό	n	-	-	ἀρνητικός	-	s	-	a	-	-	αρνητικό
σπηλιά	n	-	f	σπηλιός	-	s	-	n	-	-	σπηλιά
λείπει	n	-	-	λείπω	-	s	-	v	-	-	λείπει
καταστολή	n	-	f	καταστολή	-	s	-	n	-	-	καταστολή
διαδηλώσεις	n	-	f	διαδήλωσις	-	s	-	n	-	-	διαδηλώσεις
ανεβαίνει	n	-	-	ἀναβαίνω	-	s	-	v	-	-	ανεβαίνει
συντριπτική	n	-	f	συντριπτικός	-	s	-	a	-	-	συντριπτική
έκβαση	n	-	f	ἐκβαίη	-	s	-	n	-	-	έκβαση
σκόνη	n	-	f	σκόνη	-	s	-	n	-	-	σκόνη
συνωμοσία	n	-	f	συνωμοσία	-	s	-	n	-	-	συνωμοσία
διαμέτρου	n	-	f	διάμετρος	-	s	-	n	-	-	διαμέτρου
λεκάνη	n	-	f	λεκάνη	-	s	-	n	-	-	λεκάνη
δεξαμενή	n	-	f	δεξαμενός	-	s	-	a	-	-	δεξαμενή
κοινός	n	-	f	κοινός	-	s	-	n	-	-	κοινός
προτομή	n	-	f	προτομή	-	s	-	n	-	-	προτομή
κλήση	n	-	f	κλάω	-	s	-	n	-	-	κλήση
διακοπές	n	-	f	διακοπής	-	s	-	a	-	-	διακοπές
χτύπησε	n	-	f	χτυπέω	-	s	-	v	-	-	χτύπησε
εμπόδιο	n	-	f	ἐμπόδιος	-	s	-	n	-	-	εμπόδιο
νόσος	n	-	f	νόσος	-	s	-	n	-	-	νόσος
λανθασμένα	n	-	f	λανθάνω	-	s	-	v	-	-	λανθασμένα
επανέλθει	n	-	f	ἐπανέρχομαι	-	s	-	v	-	-	επανέλθει
βόμβα	n	-	f	βόμβα	-	s	-	n	-	-	βόμβα
προπαγάνδα	n	-	f	προπαγάνδην	-	s	-	n	-	-	προπαγάνδα
έσπασε	n	-	-	σπάω	-	s	-	v	-	-	έσπασε
παράνομη	n	-	f	παράνομος	-	s	-	n	-	-	παράνομη
απειλές	n	-	f	ἀπειλής	-	s	-	n	-	-	απειλές
κινδύνους	n	-	m	κίνδυνος	-	s	-	n	-	-	κινδύνους
καταδίκασε	n	-	-	καταδικάζω	-	s	-	v	-	-	καταδίκασε
εχθρός	n	-	f	ἐχθρός	-	s	-	n	-	-	εχθρός
απομόνωση	n	-	f	ἀπομόνωσος	-	s	-	v	-	-	απομόνωση
ανησυχία	n	-	f	ἀνησυχία	-	s	-	n	-	-	ανησυχία
λεία	n	-	f	λεῖος	-	s	-	n	-	-	λεία
στενός	n	-	f	στενός	-	s	-	n	-	-	στενός
πάχος	n	-	f	πάχος	-	s	-	n	-	-	πάχος
κενά	n	-	f	κενός	-	s	-	n	-	-	κενά
αποσπάσει	n	-	f	ἀποσπάω	-	s	-	n	-	-	αποσπάσει
καύση	n	-	f	καύω	-	s	-	n	-	-	καύση
επιδημία	n	-	f	ἐπιδημία	-	s	-	n	-	-	επιδημία
δίωξη	n	-	-	διώκω	-	s	-	n	-	-	δίωξη
αμφισβήτηση	n	-	-	ἀμφισβητέω	-	s	-	n	-	-	αμφισβήτηση
χρέος	n	-	f	χρέος	-	s	-	n	-	-	χρέος
κρύο	n	-	f	κρύος	-	s	-	n	-	-	κρύο
error	n	-	f		-	s	-	n	-	-	error
αποζημίωση	n	-	-	ἀποζημιόω	-	s	-	v	-	-	αποζημίωση
κατάθλιψη	n	-	-	κατάθλιψ	-	s	-	v	-	-	κατάθλιψη
οπαδός	n	-	f	ὀπηδός	-	s	-	n	-	-	οπαδός
δυνατά	n	-	f	δυνατός	-	s	-	n	-	-	δυνατά
διαφθορά	n	-	f	διαφθορά	-	s	-	n	-	-	διαφθορά
ρητορική	n	-	f	ρητορικός	-	s	-	a	-	-	ρητορική
μόλυνση	n	-	f	μολύνω	-	s	-	n	-	-	μόλυνση
διαμαρτυρίες	n	-	f	διαμαρτυρία	-	s	-	n	-	-	διαμαρτυρίες
μειονέκτημα	n	-	f	μειονέκτημα	-	s	-	n	-	-	μειονέκτημα
απότομα	n	-	f	ἀπότομος	-	s	-	n	-	-	απότομα
έγκειται	n	-	-	ἔγκειμαι	-	s	-	n	-	-	έγκειται
πείνα	n	-	f	πεῖνα	-	s	-	n	-	-	πείνα
ηγεμονία	n	-	f	ἠγεμονία	-	s	-	n	-	-	ηγεμονία
δυστύχημα	n	-	n	δυστύχημα	-	s	-	n	-	-	δυστύχημα
δεξαμενές	n	-	f	δεξαμενής	-	s	-	a	-	-	δεξαμενές
βασανιστήρια	n	-	f	βασανιστήριον	-	s	-	n	-	-	βασανιστήρια
αμφιβολία	n	-	f	ἀμιβολία	-	s	-	n	-	-	αμφιβολία
συνδρομή	n	-	f	συνδρομή	-	s	-	n	-	-	συνδρομή
αντιρρήσεις	-	-	-	ἀντίρρησις	-	s	-	n	-	-	αντιρρήσεις
πλήγμα	n	-	n	πλήγμα	-	s	-	n	-	-	πλήγμα
οσμή	n	-	f	ὀσμή	-	s	-	n	-	-	οσμή
μυστήριο	n	-	n	μυστήριος	-	s	-	n	-	-	μυστήριο
ισχυρίζονται	-	-	-	ἰσχυρίζω	-	s	-	v	-	-	ισχυρίζονται
εκδικηθεί	n	-	-	ἐκδικηθεί	-	s	-	v	-	-	εκδικηθεί
μίσος	n	-	n	μίσος	-	s	-	n	-	-	μίσος
ανεπάρκεια	n	-	f	ἀνεπάρκεια	-	s	-	n	-	-	ανεπάρκεια
πόνος	n	-	m	πόνος	-	s	-	n	-	-	πόνος
λοίμωξη	n	-	-	λοίμωξ	-	s	-	n	-	-	λοίμωξη
κακώς	n	-	m	κακώας	-	s	-	n	-	-	κακώς
αυτοκτονία	n	-	f	αὐτοκτονία	-	s	-	n	-	-	αυτοκτονία
δουλεία	n	-	f	δουλεία	-	s	-	n	-	-	δουλεία
φτώχεια	n	-	f	φτώχειος	-	s	-	n	-	-	φτώχεια
σφάλματα	n	-	f	σφάλμα	-	s	-	n	-	-	σφάλματα
δυσαρέσκεια	n	-	f	δυσαρέσκεια	-	s	-	n	-	-	δυσαρέσκεια
φόβος	n	-	m	φόβος	-	s	-	n	-	-	φόβος
ριζικά	n	-	f	ρἱζικός	-	s	-	n	-	-	ριζικά
ιός	n	-	m	ἰός	-	s	-	n	-	-	ιός
ζημιά	n	-	f	ζημία	-	s	-	n	-	-	ζημιά
διάβρωση	n	-	f	διαβρόω	-	s	-	n	-	-	διάβρωση
εξόντωση	n	-	f	ἐξοντόσης	-	s	-	n	-	-	εξόντωση
βυθίστηκε	n	-	-	βυθίστης	-	s	-	n	-	-	βυθίστηκε
αμφιβολίες	n	-	f	ἀμιβολία	-	s	-	n	-	-	αμφιβολίες
σκληρότητα	n	-	f	σκληρότης	-	s	-	n	-	-	σκληρότητα
τέρας	n	-	f	τέρας	-	s	-	n	-	-	τέρας
μαχαίρι	n	-	f	μάχαιρις	-	s	-	n	-	-	μαχαίρι
κατάχρηση	n	-	f	καταχράω	-	s	-	n	-	-	κατάχρηση
αναστολή	n	-	f	ἀναστολή	-	s	-	n	-	-	αναστολή
νύχια	n	-	f	νύχιος	-	s	-	n	-	-	νύχια
ενέδρα	n	-	f	ἐνέδρα	-	s	-	n	-	-	ενέδρα
ανταγωνισμός	n	-	m	ἀνταγωνισμός	-	s	-	n	-	-	ανταγωνισμός
ανεπιτυχώς	n	-	m	ἀνεπιτύχως	-	s	-	a	-	-	ανεπιτυχώς
die	n	-	f	μέτι	-	s	-	n	-	-	die
καταστροφική	n	-	f	καταστροφικός	-	s	-	a	-	-	καταστροφική
επιφανειακή	n	-	f	ἐπιφανειακός	-	s	-	a	-	-	επιφανειακή
σφαγές	n	-	f	σφαγές	-	s	-	n	-	-	σφαγές
χαμηλότερες	n	-	f	χαμηλός	-	s	-	a	-	-	χαμηλότερες
φθορά	n	-	f	φθορά	-	s	-	n	-	-	φθορά
απόρριψη	n	-	-	ἀπόρριψος	-	s	-	n	-	-	απόρριψη
υποχώρησε	n	-	-	ὑποχωρέω	-	s	-	v	-	-	υποχώρησε
ποτό	n	-	-	ποτόν	-	s	-	a	-	-	ποτό
ομολογία	n	-	f	ὁλολογία	-	s	-	n	-	-	ομολογία
προειδοποίηση	n	-	f	προειδοποιέω	-	s	-	v	-	-	προειδοποίηση
ναυάγιο	n	-	-	ναυάγιον	-	s	-	n	-	-	ναυάγιο
θανάσιμα	n	-	f	θανάσιμος	-	s	-	n	-	-	θανάσιμα
εμφανώς	n	-	m	ἐμφανάω	-	s	-	v	-	-	εμφανώς
χειρότερο	n	-	f	χειρότερος	-	s	-	a	-	-	χειρότερο
περιορισμός	n	-	m	περιορισμός	-	s	-	n	-	-	περιορισμός
δηλητήριο	n	-	f	δηλητήριος	-	s	-	a	-	-	δηλητήριο
απορρίπτει	n	-	-	ἀπορρίπτω	-	s	-	v	-	-	απορρίπτει
άγχος	n	-	f	ἄγχος	-	s	-	n	-	-	άγχος
παράβαση	n	-	-	παράβασις	-	s	-	n	-	-	παράβαση
λάφυρα	n	-	f	λάφυρα	-	s	-	n	-	-	λάφυρα
ανησυχίες	n	-	f	ἀνησυχία	-	s	-	n	-	-	ανησυχίες
λοιμώξεις	n	-	f	λοίμωξ	-	s	-	n	-	-	λοιμώξεις
δικαιολογία	n	-	f	δικαιολογία	-	s	-	n	-	-	δικαιολογία
ίχνος	n	-	f	ἴχνος	-	s	-	n	-	-	ίχνος
κατηγορεί	-	-	-	κατηγορεί	-	s	-	n	-	-	κατηγορεί
συντριβή	n	-	f	συντριβής	-	s	-	a	-	-	συντριβή
φορολογία	n	-	f	φορολογία	-	s	-	n	-	-	φορολογία
δοκιμασία	n	-	f	δοκιμασία	-	s	-	n	-	-	δοκιμασία
απόκλιση	n	-	f	ἀποκλίζω	-	s	-	n	-	-	απόκλιση
χάος	n	-	f	χάος	-	s	-	n	-	-	χάος
τόνος	n	-	m	τόνος	-	s	-	n	-	-	τόνος
σκοτάδι	n	-	f	σκοτάς	-	s	-	n	-	-	σκοτάδι
εμπλακεί	n	-	f	ἐμπλακής	-	s	-	n	-	-	εμπλακεί
δοχείο	-	-	-	δοχείον	-	s	-	v	-	-	δοχείο
χάνουν	-	-	f	χάνους	-	s	-	n	-	-	χάνουν
υποψίες	n	-	m	ὑποψία	-	s	-	a	-	-	υποψίες
λήξει	n	-	f	λήγω	-	s	-	v	-	-	λήξει
αστάθεια	n	-	f	ἀστάθειος	-	s	-	n	-	-	αστάθεια
αποκλεισμός	n	-	m	ἀποκλεισμός	-	s	-	n	-	-	αποκλεισμός
παράνομα	n	-	m	παράνομος	-	s	-	a	-	-	παράνομα
καταστρέφοντας	n	-	m	καταστρέφω	-	s	-	v	-	-	καταστρέφοντας
θλίψη	n	-	f	θλίβη	-	s	-	v	-	-	θλίψη
αντίθετος	n	-	m	ἀντίθετος	-	s	-	a	-	-	αντίθετος
τρίχες	n	-	f	θρίξ	-	s	-	n	-	-	τρίχες
συντομία	n	-	f	συντομία	-	s	-	n	-	-	συντομία
περιορίσει	-	-	f	περιορίζω	-	s	-	n	-	-	περιορίσει
τονίζει	-	-	-	τονίζω	-	s	-	v	-	-	τονίζει
εξάλειψη	n	-	-	ἐκαλείπω	-	s	-	a	-	-	εξάλειψη
προσωρινός	n	-	m	προσωρινός	-	s	-	n	-	-	προσωρινός
κακός	n	-	m	κακός	-	s	-	a	-	-	κακός
ισχυρισμούς	n	-	m	ἰσχυρισμός	-	s	-	n	-	-	ισχυρισμούς
τύραννος	n	-	m	τύραννος	-	s	-	n	-	-	τύραννος
καταδίωξη	n	-	-	καταδιώκη	-	s	-	n	-	-	καταδίωξη
ζήλο	n	-	m	ζῆλος	-	s	-	n	-	-	ζήλο
ασυνήθιστα	n	-	n	ἀσυνήθιστος	-	s	-	a	-	-	ασυνήθιστα
αναταραχή	n	-	f	ἀναταραχή	-	s	-	n	-	-	αναταραχή
καρκίνος	n	-	f	καρκίνος	-	s	-	n	-	-	καρκίνος
στίγμα	n	-	f	στίγμα	-	s	-	n	-	-	στίγμα
παθητική	n	-	f	παθητικός	-	s	-	a	-	-	παθητική
δολοφόνος	n	-	m	δολοφόνος	-	s	-	n	-	-	δολοφόνος
αδιέξοδο	-	-	-	ἀδιέξοδος	-	s	-	n	-	-	αδιέξοδο
έλειπε	-	-	-	λείπω	-	s	-	v	-	-	έλειπε
υποχώρησαν	-	-	-	ὑποχωρέω	-	s	-	v	-	-	υποχώρησαν
απομεινάρια	n	-	-	ἀπομεινάριον	-	s	-	n	-	-	απομεινάρια
ανατρέψει	-	-	-	ἀνατρέπω	-	s	-	n	-	-	ανατρέψει
αδυναμίες	n	-	f	δυναμίς	-	s	-	n	-	-	αδυναμίες
ξένος	n	-	m	ξένος	-	s	-	n	-	-	ξένος
ύφεση	n	-	-	ὑφίσης	-	s	-	n	-	-	ύφεση
